1	0	6376
2	6376	9970
3	16346	7903
4	24249	4342
5	28591	6782
6	35373	6236
7	41609	3196
8	44805	2553
9	47358	1584
10	48942	4019
11	52961	3259
12	56220	3847
13	60067	2988
14	63055	28745
15	91800	7251
16	99051	6269
17	105320	1764
18	107084	1799
19	108883	1543
20	110426	1224
21	111650	2068
22	113718	895
23	114613	2428
24	117041	1846
25	118887	2740
26	121627	3316
27	124943	2007
28	126950	2382
29	129332	1669
30	131001	2389
31	133390	1683
32	135073	1674
33	136747	1340
34	138087	5118
35	143205	1526
36	144731	3559
37	148290	2317
38	150607	1306
39	151913	3631
40	155544	2158
41	157702	4700
42	162402	290
43	162692	279
44	162971	290
45	163261	303
46	163564	289
47	163853	307
48	164160	89
49	164249	89
50	164338	11128
51	175466	3372
52	178838	7827
53	186665	5369
54	192034	11546
55	203580	5220
56	208800	16195
57	224995	8038
58	233033	11434
59	244467	19991
60	264458	9238
61	273696	18432
62	292128	2257
63	294385	13021
64	307406	10750
65	318156	6980
66	325136	24113
67	349249	24086
68	373335	7380
69	380715	12594
70	393309	4810
71	398119	8196
72	406315	10038
73	416353	1303
74	417656	7510
75	425166	16476
76	441642	6770
77	448412	8755
78	457167	5358
79	462525	2688
80	465213	1432
81	466645	3830
82	470475	3721
83	474196	1499
84	475695	9736
85	485431	12152
86	497583	8347
87	505930	3525
88	509455	4872
89	514327	2090
90	516417	2835
91	519252	3183
92	522435	24378
93	546813	2012
94	548825	2946
95	551771	1152
96	552923	2169
97	555092	17665
98	572757	14927
99	587684	3835
100	591519	10031
101	601550	18614
102	620164	11786
103	631950	12158
104	644108	9378
105	653486	8847
106	662333	7152
107	669485	13994
108	683479	16553
109	700032	14699
110	714731	14205
111	728936	21574
112	750510	21131
113	771641	15195
114	786836	17985
115	804821	3623
116	808444	2565
117	811009	5105
118	816114	3704
119	819818	3794
120	823612	4824
121	828436	3711
122	832147	3290
123	835437	4541
124	839978	2813
125	842791	4463
126	847254	11832
127	859086	13905
128	872991	3584
129	876575	1707
130	878282	610
131	878892	13925
132	892817	13450
133	906267	7538
134	913805	29570
135	943375	821
136	944196	1409
137	945605	829
138	946434	1484
139	947918	817
140	948735	830
141	949565	1425
142	950990	1433
143	952423	1537
144	953960	1548
145	955508	874
146	956382	1492
147	957874	877
148	958751	1500
149	960251	1403
150	961654	865
151	962519	1428
152	963947	866
153	964813	871
154	965684	1513
155	967197	1511
156	968708	1472
157	970180	815
158	970995	834
159	971829	1430
160	973259	866
161	974125	1426
162	975551	1408
163	976959	1442
164	978401	1424
165	979825	1416
166	981241	817
167	982058	1477
168	983535	1486
169	985021	1360
170	986381	1455
171	987836	1501
172	989337	818
173	990155	1465
174	991620	1687
175	993307	1415
176	994722	1473
177	996195	1443
178	997638	1431
179	999069	1371
180	1000440	1378
181	1001818	882
182	1002700	1516
183	1004216	831
184	1005047	824
185	1005871	850
186	1006721	813
187	1007534	1535
188	1009069	823
189	1009892	824
190	1010716	1557
191	1012273	812
192	1013085	1464
193	1014549	1453
194	1016002	829
195	1016831	4140
196	1020971	2285
197	1023256	2732
198	1025988	4191
199	1030179	8820
200	1038999	5431
201	1044430	247
202	1044677	3288
203	1047965	8603
204	1056568	2750
205	1059318	2402
206	1061720	4313
207	1066033	1991
208	1068024	2688
209	1070712	2119
210	1072831	1421
211	1074252	6601
212	1080853	3278
213	1084131	21048
214	1105179	4878
215	1110057	1612
216	1111669	7388
217	1119057	305
218	1119362	36391
219	1155753	6016
220	1161769	4576
221	1166345	5067
222	1171412	2890
223	1174302	1982
224	1176284	10470
225	1186754	2323
226	1189077	4614
227	1193691	7472
228	1201163	5647
229	1206810	6347
230	1213157	5648
231	1218805	7720
232	1226525	10136
233	1236661	11130
234	1247791	13458
235	1261249	5012
236	1266261	8053
237	1274314	4648
238	1278962	3501
239	1282463	3938
240	1286401	5049
241	1291450	2252
242	1293702	1890
243	1295592	2506
244	1298098	4306
245	1302404	3300
246	1305704	3172
247	1308876	4251
248	1313127	2811
249	1315938	8386
250	1324324	16357
251	1340681	5335
252	1346016	2311
253	1348327	4284
254	1352611	8604
255	1361215	12567
256	1373782	3007
257	1376789	9141
258	1385930	4458
259	1390388	12617
260	1403005	10190
261	1413195	5420
262	1418615	1959
263	1420574	6974
264	1427548	6441
265	1433989	3945
266	1437934	7844
267	1445778	14085
268	1459863	4552
269	1464415	5640
270	1470055	2125
271	1472180	4168
272	1476348	3897
273	1480245	2859
274	1483104	3130
275	1486234	9388
276	1495622	4569
277	1500191	2885
278	1503076	2381
279	1505457	9637
280	1515094	4701
281	1519795	6062
282	1525857	7133
283	1532990	5267
284	1538257	3594
285	1541851	3731
286	1545582	17363
287	1562945	2397
288	1565342	4428
289	1569770	5855
290	1575625	2495
291	1578120	6475
292	1584595	3576
293	1588171	4918
294	1593089	16104
295	1609193	2573
296	1611766	3205
297	1614971	5185
298	1620156	8957
299	1629113	7047
300	1636160	8783
301	1644943	21618
302	1666561	17851
303	1684412	5381
304	1689793	5083
305	1694876	3956
306	1698832	7029
307	1705861	5860
308	1711721	2695
309	1714416	5040
310	1719456	10050
311	1729506	4490
312	1733996	4634
313	1738630	8057
314	1746687	5598
315	1752285	2398
316	1754683	4461
317	1759144	8179
318	1767323	3923
319	1771246	11533
320	1782779	8880
321	1791659	3941
322	1795600	1901
323	1797501	3984
324	1801485	4396
325	1805881	3485
326	1809366	5497
327	1814863	15794
328	1830657	31767
329	1862424	11796
330	1874220	2816
331	1877036	3535
332	1880571	2194
333	1882765	4108
334	1886873	3571
335	1890444	2482
336	1892926	9570
337	1902496	2622
338	1905118	2927
339	1908045	4144
340	1912189	3559
341	1915748	2897
342	1918645	13620
343	1932265	3387
344	1935652	978
345	1936630	3023
346	1939653	4320
347	1943973	3243
348	1947216	9880
349	1957096	7694
350	1964790	4463
351	1969253	11832
352	1981085	13905
353	1994990	3584
354	1998574	1707
355	2000281	610
356	2000891	13925
357	2014816	13450
358	2028266	7538
359	2035804	29570
360	2065374	11147
361	2076521	12666
362	2089187	1201
363	2090388	5648
364	2096036	4151
365	2100187	5182
366	2105369	18817
367	2124186	5521
368	2129707	5422
369	2135129	17798
370	2152927	6478
371	2159405	14292
372	2173697	14164
373	2187861	795
374	2188656	459
375	2189115	303
376	2189418	253
377	2189671	253
378	2189924	283
379	2190207	242
380	2190449	307
381	2190756	235
382	2190991	244
383	2191235	226
384	2191461	233
385	2191694	247
386	2191941	259
387	2192200	220
388	2192420	220
389	2192640	277
390	2192917	241
391	2193158	203
392	2193361	241
393	2193602	238
394	2193840	268
395	2194108	271
